code,manufacturer,description,type,locale,is_generic,source_file
P1515,BUICK,Control Module Throttle Actuator Position Performance,P,en,0,buick_codes
P1516,BUICK,Throttle Actuator Control (TAC) Module Throttle Actuator Position Performance,P,en,0,buick_codes
P1517,BUICK,Throttle Actuator Control (TAC) Module Performance,P,en,0,buick_codes
P1518,BUICK,Throttle Actuator Control (TAC) Module Serial Data Circuit,P,en,0,buick_codes
P1519,BUICK,Electronic Throttle Module Low Volts Communication Disable,P,en,0,buick_codes
P1520,BUICK,Gear Indicator System,P,en,0,buick_codes
P1521,BUICK,Transmission Engaged At High Throttle Angle,P,en,0,buick_codes
P1522,BUICK,Park/Neutral To Drive/Reverse At High RPM,P,en,0,buick_codes
P1523,BUICK,Electronic Throttle Control Throttle Return,P,en,0,buick_codes
P1524,BUICK,"TP Sensor Learned CI, Throttle Angle Out Of Range",P,en,0,buick_codes
P1525,BUICK,Throttle Body Service Required,P,en,0,buick_codes
P1526,BUICK,TP Sensor Learn Not Complete,P,en,0,buick_codes
P1527,BUICK,Transmission Range/Pressure Switch Comparison,P,en,0,buick_codes
P1528,BUICK,Governor,P,en,0,buick_codes
P1529,BUICK,Heated Windshield Request Problem,P,en,0,buick_codes
P1530,BUICK,Ignition Timing Adjustment Switch Circuit,P,en,0,buick_codes
P1531,BUICK,A/C Low Side Temerature Sensor Fault,P,en,0,buick_codes
P1532,BUICK,A/C Evaporator Temperature Sensor Circuit Low Voltage,P,en,0,buick_codes
P1533,BUICK,A/C Evaporator Temperature Sensor Circuit High Voltage,P,en,0,buick_codes
P1534,BUICK,A/C High Side Temerature Sensor Low Voltage,P,en,0,buick_codes
P1535,BUICK,A/C High Side Temperature Sensor Circuit,P,en,0,buick_codes
P1536,BUICK,A/C System ECT Overtemperature,P,en,0,buick_codes
P1537,BUICK,A/C Request Circuit Low Voltage,P,en,0,buick_codes
P1538,BUICK,A/C request Circuit High Voltage,P,en,0,buick_codes
P1539,BUICK,Air Conditioning (A/C) Clutch Feedback Circuit High Voltage,P,en,0,buick_codes
P1540,BUICK,A/C System High Pressure,P,en,0,buick_codes
P1541,BUICK,A/C High Side Over Temperature,P,en,0,buick_codes
P1542,BUICK,A/C System High Pressure High Temperature,P,en,0,buick_codes
P1543,BUICK,A/C System Performance,P,en,0,buick_codes
P1544,BUICK,A/C Refrigerant Condition Very Low,P,en,0,buick_codes
P1545,BUICK,A/C Clutch Relay Control Circuit,P,en,0,buick_codes
P1546,BUICK,Air Conditioning (A/C) Clutch Feedback Circuit Low Voltage,P,en,0,buick_codes
P1547,BUICK,A/C System Performance Degraded,P,en,0,buick_codes
P1548,BUICK,A/C Recirculation Circuit,P,en,0,buick_codes
P1554,BUICK,Cruise Engaged Circuit High Voltage,P,en,0,buick_codes
P1555,BUICK,Electronic Variable Orifice Output,P,en,0,buick_codes
P1558,BUICK,Cruise Control Servo Indicates Low,P,en,0,buick_codes
P1559,BUICK,Cruise Control Power Mangement Mode,P,en,0,buick_codes
P1560,BUICK,Cruise Control System Transaxle Not In Drive,P,en,0,buick_codes
P1561,BUICK,Cruise Vent Solenoid,P,en,0,buick_codes
P1562,BUICK,Cruise Vacuum Solenoid,P,en,0,buick_codes
P1563,BUICK,Cruise Vehicle Speed/Set Speed Difference Too High,P,en,0,buick_codes
P1564,BUICK,Cruise Control System Vehicle Accel Too High,P,en,0,buick_codes
P1565,BUICK,Cruise Servo Position Sensor,P,en,0,buick_codes
P1566,BUICK,Cruise Control System Engine RPM Too High,P,en,0,buick_codes
P1567,BUICK,Cruise Control System Active Braking Control Active,P,en,0,buick_codes
P1568,BUICK,Cruise Servo Stroke Greater Than Commanded In Cruise,P,en,0,buick_codes
P1569,BUICK,Cruise Servo Stroke High While Not In Cruise,P,en,0,buick_codes
P1570,BUICK,Cruise Control System Traction Control Active,P,en,0,buick_codes
P1571,BUICK,TCS PWM Circuit No Frequency,P,en,0,buick_codes
P1572,BUICK,ASR Active Circuit Low Too Long,P,en,0,buick_codes
P1573,BUICK,PCM/EBTCM Serial Data Circuit,P,en,0,buick_codes
P1574,BUICK,Stoplamp Switch Circuit,P,en,0,buick_codes
P1575,BUICK,Extended Travel Brake Switch Circuit,P,en,0,buick_codes
P1576,BUICK,BBV Sensor Circuit High Voltage,P,en,0,buick_codes
P1577,BUICK,BBV Sensor Circuit Low Voltage,P,en,0,buick_codes
P1578,BUICK,BBV Sensor Circuit Low Vacuum,P,en,0,buick_codes
P1579,BUICK,P/N To D/R At High Throttle Angle,P,en,0,buick_codes
P1580,BUICK,Cruise Move Circuit Low Voltage,P,en,0,buick_codes
P1581,BUICK,Cruise Move Circuit High Voltage,P,en,0,buick_codes
P1582,BUICK,Cruise Direction Circuit Low Voltage,P,en,0,buick_codes
P1583,BUICK,Cruise Direction Circuit High Volume,P,en,0,buick_codes
P1584,BUICK,Cruise Control Disabled,P,en,0,buick_codes
P1585,BUICK,Cruise Inhibit Control Circuit,P,en,0,buick_codes
P1586,BUICK,Cruise Control Brake Switch 2 Circuit,P,en,0,buick_codes
P1587,BUICK,Cruise Control Clutch Control Circuit Low,P,en,0,buick_codes
P1588,BUICK,Cruise Control Clutch Control Circuit High,P,en,0,buick_codes
P1599,BUICK,Engine Stall Or Near Stall Detected,P,en,0,buick_codes
P1600,BUICK,PCM Battery,P,en,0,buick_codes
P1601,BUICK,Serial Communication Problem With Devise 1,P,en,0,buick_codes
P1602,BUICK,Loss Of EBTCM Serial Data,P,en,0,buick_codes
P1603,BUICK,Loss Of SDM Serial Data,P,en,0,buick_codes
P1604,BUICK,Loss Of IPC Serial Data,P,en,0,buick_codes
P1605,BUICK,Loss OF HVAX Serial Data,P,en,0,buick_codes
P1606,BUICK,Serial Communication Problem With Device 6,P,en,0,buick_codes
P1607,BUICK,Serial Communication Problem With Devise 7,P,en,0,buick_codes
P1608,BUICK,Serial Communication Problem With Device 8,P,en,0,buick_codes
P1609,BUICK,Loss Of TCS Serial Data,P,en,0,buick_codes
P1610,BUICK,Loss Of PZM Serial Data,P,en,0,buick_codes
P1611,BUICK,Loss Of CVRTD Serial Data,P,en,0,buick_codes
P1612,BUICK,Loss OF IPM Serial Data,P,en,0,buick_codes
P1613,BUICK,Loss Of DIM Serial Data,P,en,0,buick_codes
P1614,BUICK,Loss Of RIM Serial Data,P,en,0,buick_codes
P1615,BUICK,Loss Of VTD Serial Data,P,en,0,buick_codes
P1617,BUICK,Engine Oil Level Switch Circuit,P,en,0,buick_codes
P1619,BUICK,Engine Oil Life Monitor Reset Circuit,P,en,0,buick_codes
P1620,BUICK,Low Coolant Circuit,P,en,0,buick_codes
P1621,BUICK,PCM Memory Performance,P,en,0,buick_codes
P1622,BUICK,Cylinder Select,P,en,0,buick_codes
P1623,BUICK,Transmission Temp Pull-Up Resistor,P,en,0,buick_codes
P1624,BUICK,Customer Snapshot Data Available,P,en,0,buick_codes
P1625,BUICK,PCM System Reset,P,en,0,buick_codes
P1626,BUICK,Theft Deterrent Fuel Enable Signal Lost,P,en,0,buick_codes
P1627,BUICK,A/D Performance,P,en,0,buick_codes
P1628,BUICK,ECT Pull-Up Resistor,P,en,0,buick_codes
P1629,BUICK,Theft Deterrent System Cranking Signal,P,en,0,buick_codes
P1630,BUICK,Theft Deterrent Learn Mode Active,P,en,0,buick_codes
P1631,BUICK,Theft Deterrent Start Enable Signal Not Correct,P,en,0,buick_codes
P1632,BUICK,Theft Deterrent System Fuel Disabled,P,en,0,buick_codes
P1633,BUICK,Ignition Supply Power Circuit Low Voltage,P,en,0,buick_codes
P1634,BUICK,Ignition 1 Power Circuit Low Voltage,P,en,0,buick_codes
P1635,BUICK,5 Volt Reference 1 Circuit,P,en,0,buick_codes
P1636,BUICK,PCM Stack Overrun,P,en,0,buick_codes
P1637,BUICK,Generator L-Terminal Circuit,P,en,0,buick_codes
P1638,BUICK,Generator F-Terminal Circuit,P,en,0,buick_codes
P1639,BUICK,5 Volt Reference 2 Circuit,P,en,0,buick_codes
P1640,BUICK,Driver 1 Input High Voltage,P,en,0,buick_codes
P1641,BUICK,FC Relay 1 Control Circuit,P,en,0,buick_codes
P1642,BUICK,FC Relay 2 And 3 Control Circuit,P,en,0,buick_codes
P1643,BUICK,Engine Speed Output Circuit,P,en,0,buick_codes
P1644,BUICK,TP Output Circuit,P,en,0,buick_codes
P1645,BUICK,EVAP Solenoid Output Circuit,P,en,0,buick_codes
P1646,BUICK,Driver 1 Line 6,P,en,0,buick_codes
P1647,BUICK,Driver 1 Line 7,P,en,0,buick_codes
P1650,BUICK,Driver 2 Input High Voltage,P,en,0,buick_codes
P1651,BUICK,Fan 1 Relay Control Circuit,P,en,0,buick_codes
P1652,BUICK,Powertrain Induced Chassis Pitch Output Circuit,P,en,0,buick_codes
P1653,BUICK,Oil Level Lamp Control Circuit,P,en,0,buick_codes
P1654,BUICK,Service Throttle Soon Lamp Control Circuit,P,en,0,buick_codes
P1655,BUICK,EVAP Purge Solenoid Control Circuit,P,en,0,buick_codes
P1656,BUICK,Driver 2 Line 6,P,en,0,buick_codes
P1657,BUICK,1-4 Upshift Solenoid Control Circuit,P,en,0,buick_codes
P1658,BUICK,Starter Enable Relay Control Circuit,P,en,0,buick_codes
P1660,BUICK,Cooling Fans Control Circuit,P,en,0,buick_codes
P1661,BUICK,MIL Control Circuit,P,en,0,buick_codes
P1662,BUICK,Cruise Control Inhibit Control Circuit,P,en,0,buick_codes
P1663,BUICK,Oil Life Lamp Control Circuit,P,en,0,buick_codes
P1664,BUICK,1-4 Upshift Lamp Control Circuit,P,en,0,buick_codes
P1665,BUICK,Driver 3 Line 5,P,en,0,buick_codes
P1666,BUICK,Driver 3 Line 6,P,en,0,buick_codes
P1667,BUICK,Reverse Inhibit Solenoid Control Circuit,P,en,0,buick_codes
P1669,BUICK,ABS Unit Expected,P,en,0,buick_codes
P1670,BUICK,Driver 4,P,en,0,buick_codes
P1671,BUICK,Driver 4 Line 1,P,en,0,buick_codes
P1672,BUICK,Low Engine Oil Level Lamp Control Circuit,P,en,0,buick_codes
P1673,BUICK,Engine Hot Lamp Control Circuit,P,en,0,buick_codes
P1674,BUICK,Tachometer Control Circuit,P,en,0,buick_codes
P1675,BUICK,EVAP Vent Solenoid Control Circuit,P,en,0,buick_codes
P1676,BUICK,Driver 4 Line 6,P,en,0,buick_codes
P1677,BUICK,Driver 4 Line 7,P,en,0,buick_codes
P1680,BUICK,Driver 5,P,en,0,buick_codes
P1681,BUICK,Driver 5 Line 1,P,en,0,buick_codes
P1682,BUICK,Driver 5 Line 2,P,en,0,buick_codes
P1683,BUICK,Driver 5 Line 3,P,en,0,buick_codes
P1684,BUICK,Driver 5 Line 4,P,en,0,buick_codes
P1685,BUICK,Driver 5 Line 5,P,en,0,buick_codes
P1686,BUICK,Driver 5 Line 6,P,en,0,buick_codes
P1687,BUICK,Driver 5 Line 7,P,en,0,buick_codes
P1689,BUICK,Delivered Torque Circuit Fault,P,en,0,buick_codes
P1690,BUICK,ECM Loop Overrun,P,en,0,buick_codes
P1691,BUICK,Coolant Gage Circuit Low Voltage,P,en,0,buick_codes
P1692,BUICK,Coolant Gage Circuit High Voltage,P,en,0,buick_codes
P1693,BUICK,Tachometer Circuit Low Voltage,P,en,0,buick_codes
P1694,BUICK,Tachometer Circuit High Voltag,P,en,0,buick_codes
P1695,BUICK,Remote Keyless Entry Circuit Low,P,en,0,buick_codes
P1696,BUICK,Remote Keyless Entry Voltage High,P,en,0,buick_codes
P1700,BUICK,Transmission MIL Request,P,en,0,buick_codes
P1701,BUICK,Transmission MIL Request Circuit,P,en,0,buick_codes
P1705,BUICK,P/N Signal Output Circuit,P,en,0,buick_codes
P1740,BUICK,Transmission Torque Reduction Request Circuit,P,en,0,buick_codes
P1743,BUICK,TP Signal From ECM,P,en,0,buick_codes
P1760,BUICK,ECM Supply Voltage Interrupted,P,en,0,buick_codes
P1779,BUICK,Engine Torque Delivered To TCM Signal,P,en,0,buick_codes
P1780,BUICK,Park/Neutral Postion (PNP) Switch Circuit Engine Torque Signal Circuit,P,en,0,buick_codes
P1790,BUICK,Transmission Control Module Checksum,P,en,0,buick_codes
P1791,BUICK,Transmission Control Module Loop,P,en,0,buick_codes
P1792,BUICK,Transmission Control Module Reprogrammable Memory,P,en,0,buick_codes
P1793,BUICK,Transmission control Module Stack Overrun,P,en,0,buick_codes
P1795,BUICK,CAN Bus Throttle Body Position,P,en,0,buick_codes
P1800,BUICK,TCM Power Control Relay Circuit Open,P,en,0,buick_codes
P1801,BUICK,Performance Selector Switch Failure,P,en,0,buick_codes
P1804,BUICK,Ground Control Relay,P,en,0,buick_codes
P1810,BUICK,TFP Valve Position Switch Circuit,P,en,0,buick_codes
P1811,BUICK,Maximum Adapt And Long Shift,P,en,0,buick_codes
P1812,BUICK,Transmission Over Temperature Condition,P,en,0,buick_codes
P1813,BUICK,Torque Control,P,en,0,buick_codes
P1814,BUICK,Torque Converter Overstressed,P,en,0,buick_codes
P1815,BUICK,Transmission Range Switch Start In Wrong Range,P,en,0,buick_codes
P1816,BUICK,TFP Valve Position Switch Park/Neutral With Drive Ratio,P,en,0,buick_codes
P1817,BUICK,TFP Valve Position Switch Reverse With Drive Ratio,P,en,0,buick_codes
P1818,BUICK,TFP Valve Position Switch Drive Without Drive Ratio,P,en,0,buick_codes
P1819,BUICK,"Internal Mode Swtich No Start, Wrong Range",P,en,0,buick_codes
P1820,BUICK,Internal Mode Switch Circuit A Low,P,en,0,buick_codes
P1822,BUICK,Internal Mode Switch Circuit B High,P,en,0,buick_codes
P1823,BUICK,Internal Mode Switch Circuit P Low,P,en,0,buick_codes
P1825,BUICK,Internal Mode Switch Illegal Range,P,en,0,buick_codes
P1826,BUICK,Internal Mode Switch Circuit C High,P,en,0,buick_codes
P1831,BUICK,PC Solenoid Power Circuit Low Voltage,P,en,0,buick_codes
P1833,BUICK,A/T Solenoids Power Circuit Low Voltage,P,en,0,buick_codes
P1835,BUICK,Kick-Down Switch,P,en,0,buick_codes
P1836,BUICK,Kick-Down Switch Failed Open,P,en,0,buick_codes
P1837,BUICK,Kick-Down Switch Failed Short,P,en,0,buick_codes
P1842,BUICK,1-2 Shift Solenoid Circuit Low Voltage,P,en,0,buick_codes
P1843,BUICK,1-2 Shift Solenoid Circuit High Voltage,P,en,0,buick_codes
P1844,BUICK,Torque Reduction Signal Circuit Desired By TCM,P,en,0,buick_codes
P1845,BUICK,Transmission Gear Ratio Output Circuit,P,en,0,buick_codes
P1847,BUICK,2-3 Shift Solenoid Circuit High Voltage,P,en,0,buick_codes
P1850,BUICK,Brake Band Apply Solenoid Circuit,P,en,0,buick_codes
P1851,BUICK,Brake Band Apply Solenoid Performance,P,en,0,buick_codes
P1852,BUICK,Brake Band Apply Solenoid Low Voltage,P,en,0,buick_codes
P1853,BUICK,Brake Band Apply Solenoid High Voltage,P,en,0,buick_codes
P1860,BUICK,TCC PWM Solenoid Circuit Electrical,P,en,0,buick_codes
P1864,BUICK,Torque Converter Clutch Circuit,P,en,0,buick_codes
P1868,BUICK,Transmission Fluid Life,P,en,0,buick_codes
P1870,BUICK,Transmission Component Slipping,P,en,0,buick_codes
P1871,BUICK,Undefined Gear Ratio,P,en,0,buick_codes
P1873,BUICK,TCC Stator Temp. Switch Circuit Low,P,en,0,buick_codes
P1874,BUICK,TCC Stator Temp. Switch Circuit High,P,en,0,buick_codes
P1875,BUICK,4WD Low Switch Circuit,P,en,0,buick_codes
P1884,BUICK,TCC Enable/Shift Light Circuit,P,en,0,buick_codes
P1886,BUICK,Shift Timing Solenoid,P,en,0,buick_codes
P1887,BUICK,TCC Release Switch Circuit,P,en,0,buick_codes
P1890,BUICK,ECM Data Input Circuit,P,en,0,buick_codes
P1891,BUICK,Throttle Position Sensor PWM Signal Low,P,en,0,buick_codes
P1892,BUICK,Throttle Position Sensor PWM Signal High,P,en,0,buick_codes
P1893,BUICK,Engine Torque Signal Low Voltage,P,en,0,buick_codes
P1894,BUICK,Engine Torque Signal High Voltage,P,en,0,buick_codes
P1895,BUICK,TCM To ECM Torque Reduction Circuit,P,en,0,buick_codes
C0001,GENERIC,TCS Control Channel A Valve 1,C,en,1,c_codes
C0002,GENERIC,TCS Control Channel A Valve 2,C,en,1,c_codes
C0003,GENERIC,TCS Control Channel B Valve 1,C,en,1,c_codes
C0004,GENERIC,TCS Control Channel B Valve 2,C,en,1,c_codes
C0010,GENERIC,Left Front Inlet Control,C,en,1,c_codes
C0011,GENERIC,Left Front Outlet Control,C,en,1,c_codes
C0012,GENERIC,Left Front Hydraulic Release Too Long,C,en,1,c_codes
C0014,GENERIC,Right Front Inlet Control,C,en,1,c_codes
C0015,GENERIC,Right Front Outlet Control,C,en,1,c_codes
C0016,GENERIC,Right Front Hydraulic Release Too Long,C,en,1,c_codes
C0018,GENERIC,Left Rear Inlet Control,C,en,1,c_codes
C0019,GENERIC,Left Rear Outlet Control,C,en,1,c_codes
C001A,GENERIC,Left Rear Hydraulic Release Too Long,C,en,1,c_codes
C001C,GENERIC,Right Rear Inlet Control,C,en,1,c_codes
C001D,GENERIC,Right Rear Outlet Control,C,en,1,c_codes
C001E,GENERIC,Right Rear Hydraulic Release Too Long,C,en,1,c_codes
C0020,GENERIC,ABS Pump Motor Control,C,en,1,c_codes
C0021,GENERIC,Brake Booster Performance,C,en,1,c_codes
C0022,GENERIC,Brake Booster Solenoid,C,en,1,c_codes
C0023,GENERIC,Stop Lamp Control,C,en,1,c_codes
C0024,GENERIC,Brake Pedal Feedback Pressure Solenoid Circuit,C,en,1,c_codes
C0025,GENERIC,Brake Pedal Feedback Pressure Sensor Circuit,C,en,1,c_codes
C0030,GENERIC,Left Front Tone Wheel,C,en,1,c_codes
C0031,GENERIC,Left Front Wheel Speed Sensor,C,en,1,c_codes
C0032,GENERIC,Left Front Wheel Speed Sensor Supply,C,en,1,c_codes
C0033,GENERIC,Right Front Tone Wheel,C,en,1,c_codes
C0034,GENERIC,Right Front Wheel Speed Sensor,C,en,1,c_codes
C0035,GENERIC,Right Front Wheel Speed Sensor Supply,C,en,1,c_codes
C0036,GENERIC,Left Rear Tone Wheel,C,en,1,c_codes
C0037,GENERIC,Left Rear Wheel Speed Sensor,C,en,1,c_codes
C0038,GENERIC,Left Rear Wheel Speed Sensor Supply,C,en,1,c_codes
C0039,GENERIC,Right Rear Tone Wheel,C,en,1,c_codes
C003A,GENERIC,Right Rear Wheel Speed Sensor,C,en,1,c_codes
C003B,GENERIC,Right Rear Wheel Speed Sensor Supply,C,en,1,c_codes
C003C,GENERIC,Rear Tone Wheel,C,en,1,c_codes
C003D,GENERIC,Rear Wheel Speed Sensor,C,en,1,c_codes
C003E,GENERIC,Rear Wheel Speed Sensor Supply,C,en,1,c_codes
C003F,GENERIC,Wheel Speed Sensors Rotation Direction Correlation,C,en,1,c_codes
C0040,GENERIC,Brake Pedal Switch A,C,en,1,c_codes
C0041,GENERIC,Brake Pedal Switch B,C,en,1,c_codes
C0042,GENERIC,Brake Pedal Position Sensor Circuit A,C,en,1,c_codes
C0043,GENERIC,Brake Pedal Position Sensor Circuit B,C,en,1,c_codes
C0044,GENERIC,Brake Pressure Sensor A,C,en,1,c_codes
C0045,GENERIC,Brake Pressure Sensor B,C,en,1,c_codes
C0046,GENERIC,Brake Pressure Sensor A/B,C,en,1,c_codes
C0047,GENERIC,Brake Booster Pressure Sensor,C,en,1,c_codes
C0048,GENERIC,Brake Booster Travel Sensor,C,en,1,c_codes
C0049,GENERIC,Brake Fluid Level,C,en,1,c_codes
C004A,GENERIC,Brake Lining Wear Sensor,C,en,1,c_codes
C004B,GENERIC,Brake Fluid Level Sensor/Switch Circuit/Open,C,en,1,c_codes
C004C,GENERIC,Brake Booster Motor A Position Sensor Exceeded Learning Limit,C,en,1,c_codes
C004D,GENERIC,Brake System Pressure Slow Response,C,en,1,c_codes
C004E,GENERIC,Brake System Pressure Control Valve Actuator Stuck,C,en,1,c_codes
C004F,GENERIC,ABS Control Module Over Temperature,C,en,1,c_codes
C0051,GENERIC,Steering Wheel Position Sensor,C,en,1,c_codes
C0052,GENERIC,Steering Wheel Position Sensor Signal A,C,en,1,c_codes
C0053,GENERIC,Steering Wheel Position Sensor Signal B,C,en,1,c_codes
C0054,GENERIC,Steering Wheel Position Sensor Signal C,C,en,1,c_codes
C0055,GENERIC,Steering Wheel Position Sensor Signal D,C,en,1,c_codes
C0061,GENERIC,Lateral Acceleration Sensor,C,en,1,c_codes
C0062,GENERIC,Longitudinal Acceleration Sensor,C,en,1,c_codes
C0063,GENERIC,Yaw Rate Sensor,C,en,1,c_codes
C0064,GENERIC,Roll Rate Sensor,C,en,1,c_codes
C0065,GENERIC,Vertical Acceleration Sensor,C,en,1,c_codes
C0069,GENERIC,Yaw Rate/Longitude Sensors,C,en,1,c_codes
C006A,GENERIC,Multi-axis Acceleration Sensor,C,en,1,c_codes
C006B,GENERIC,Stability System Active Too Long,C,en,1,c_codes
C006C,GENERIC,Stability System,C,en,1,c_codes
C0071,GENERIC,2/4 Wheel Drive Status Input,C,en,1,c_codes
C0072,GENERIC,Brake Temperature Too High,C,en,1,c_codes
C0073,GENERIC,Delivered Driving Torque,C,en,1,c_codes
C0074,GENERIC,Requested Driving Torque,C,en,1,c_codes
C0075,GENERIC,Brake Pedal Position Performance,C,en,1,c_codes
C0076,GENERIC,PWM for Traction Control,C,en,1,c_codes
C0077,GENERIC,Low Tire Pressure,C,en,1,c_codes
C0078,GENERIC,Tire Diameter,C,en,1,c_codes
C0079,GENERIC,Variable Effort Steering,C,en,1,c_codes
C0081,GENERIC,ABS Malfunction Indicator,C,en,1,c_codes
C0082,GENERIC,Brake System Malfunction Indicator,C,en,1,c_codes
C0083,GENERIC,Tire Pressure Monitor Malfunction Indicator,C,en,1,c_codes
C0084,GENERIC,Traction Active Indicator,C,en,1,c_codes
C0085,GENERIC,Traction Disable Indicator,C,en,1,c_codes
C0086,GENERIC,Vehicle Dynamics Indicator,C,en,1,c_codes
C0089,GENERIC,TCS Disable Switch,C,en,1,c_codes
C008A,GENERIC,TCS Mode Control,C,en,1,c_codes
C0090,GENERIC,4WD/AWD Power Transfer Unit Actuator,C,en,1,c_codes
C0091,GENERIC,4WD/AWD Power Transfer Unit Position Sensor A,C,en,1,c_codes
C0092,GENERIC,4WD/AWD Power Transfer Unit Position Sensor B,C,en,1,c_codes
C0093,GENERIC,4WD/AWD Power Transfer Unit Temperature Sensor,C,en,1,c_codes
C0094,GENERIC,4WD/AWD Rear Differential Unit Temperature Sensor,C,en,1,c_codes
C0095,GENERIC,4WD/AWD Rear Differential Unit Actuator A,C,en,1,c_codes
C0096,GENERIC,4WD/AWD Rear Differential Unit Actuator A Data,C,en,1,c_codes
C0097,GENERIC,4WD/AWD Rear Differential Unit Actuator B,C,en,1,c_codes
C0098,GENERIC,4WD/AWD Rear Differential Unit Actuator B Data,C,en,1,c_codes
C0099,GENERIC,4WD/AWD Rear Differential Unit Actuator A Position Sensor A,C,en,1,c_codes
C009A,GENERIC,4WD/AWD Rear Differential Unit Actuator A Position Sensor B,C,en,1,c_codes
C009B,GENERIC,4WD/AWD Rear Differential Unit Actuator A Position Sensor C,C,en,1,c_codes
C009C,GENERIC,4WD/AWD Rear Differential Unit Actuator A Position Sensor Correlation,C,en,1,c_codes
C009D,GENERIC,4WD/AWD Rear Differential Unit Actuator B Position Sensor A,C,en,1,c_codes
C009E,GENERIC,4WD/AWD Rear Differential Unit Actuator B Position Sensor B,C,en,1,c_codes
